,scan_type,scan_time,snr (dB),drift (Hz),drift_ppm(ppm),grad_perf(G/cm/ms),coil_type,error_temp (°C),sys_temp (°C),cyro_boiloff(liters/hour),rf_power (%),grad_temp (°C),grad_current (A),x_axis_pos (mm),y_axis_pos (mm),z_axis_pos (mm),preds
3901,Chest,199,38.68414343,0.011095195,11095.19458,25.7015093,Chest Coil,34.44700542,33.95514098,3.610811269,52.86709332,33.62820392,25,-21.83416175,-79.32666204,-187.8668957,No Error
3902,Spine,576,40.95841451,0.018693479,18693.47882,44.24701924,Spine Coil,35.4959913,35.1490156,4.12565522,46.87408235,34.59622122,37,55.780411,-125.5669624,180.8889866,No Error
3903,Wrist,135,36.25400647,0.012211178,12211.17781,36.38874684,Wrist Coil,35.23873418,35.33219152,6.658590157,52.8424278,32.75809542,54,-74.36088118,169.8771856,-160.9577322,No Error
3904,Foot,639,38.57418185,0.012525079,12525.07918,22.88451065,Foot Coil,34.16293191,33.81944017,5.103618409,52.76852669,38.4523829,33,-32.99770494,131.5153529,110.745906,No Error
3905,Foot,560,43.96421146,0.017515427,17515.42695,43.28234953,Foot Coil,34.96288696,34.72669783,6.437523627,52.45673714,35.00149255,43,-163.7196524,-11.30677019,97.49080379,No Error
3906,Head,397,42.7068613,0.015304753,15304.75256,43.50510504,Head Coil,34.47148996,34.9608168,5.747842291,54.44150957,34.33688288,42,10.88210215,42.54415184,6.973677476,No Error
3907,Angio,349,43.35588926,0.017824574,17824.57382,24.17449432,Angio Coil,35.18027012,35.48482488,3.883310162,45.8211068,37.68903138,39,-146.1479847,-15.97887921,-170.8785468,No Error
3908,Elbow,629,43.32944531,0.011402404,11402.40415,32.30238313,Elbow Coil,34.14695619,33.8009774,5.5071114,51.46626521,36.1085765,24,-93.0907847,-14.25708665,54.34180406,No Error
3909,Elbow,616,37.76888522,0.015926143,15926.14345,27.94307177,Elbow Coil,34.47698351,34.34849845,5.367525364,52.98529486,37.34241342,56,-72.65524306,-119.6521841,176.857235,No Error
3910,Abdomen,629,44.74737773,0.019949425,19949.42503,44.04911388,Abdomen Coil,34.78135614,35.23603254,5.954857686,42.88066272,35.51025879,43,-90.2921959,90.49800338,-181.8235652,No Error
3911,Spine,481,35.28423655,0.017351787,17351.7874,35.33017208,Spine Coil,35.47704886,35.79823242,4.978788281,53.06400979,32.92635684,20,159.438981,-32.98970333,-50.63210703,No Error
3912,Elbow,694,38.90568785,0.017449844,17449.84449,45.24362416,Elbow Coil,35.12822155,34.86186784,6.324566544,48.88498725,35.02250291,30,-170.7509588,-21.25634568,-8.392293196,No Error
3913,Angio,172,44.45977485,0.014241887,14241.88737,28.78706627,Angio Coil,34.0535238,33.71171396,5.085059455,39.6067952,33.93859837,69,-163.2010692,-155.7486462,103.4665049,No Error
3914,Elbow,186,38.33848219,0.015759659,15759.65899,49.95020273,Elbow Coil,35.1262257,35.55487761,5.143625729,48.59727139,32.17577669,37,-50.0895462,-162.694143,94.10588229,No Error
3915,Abdomen,169,41.76440858,0.012874208,12874.20776,38.61143681,Abdomen Coil,34.93597309,34.82937089,4.807880551,53.53487793,32.920469,33,198.8687703,110.4375181,-198.132884,No Error
3916,Spine,508,40.2282382,0.011945773,11945.77275,30.93466726,Spine Coil,34.89431826,34.85792741,3.256125087,42.59813948,37.09514189,36,121.1530309,-6.26462858,175.1830712,No Error
3917,Foot,616,41.91401508,0.019072219,19072.21947,33.94380133,Foot Coil,34.97035784,35.46493932,4.88552993,52.62585867,33.77946344,51,158.1544076,44.2842933,154.3077783,No Error
3918,Spine,258,38.9701402,0.007719504,7719.504026,34.96954524,Spine Coil,35.28305253,35.55627255,5.756308641,46.63276748,33.61273985,61,-79.87789891,119.5346456,44.46519379,No Error
3919,Hand,650,42.70945947,0.012545363,12545.36274,34.24136522,Hand Coil,34.02628408,34.42001977,4.818627234,49.49901494,34.54610185,32,6.424302913,62.74311817,-102.7788324,No Error
3920,Foot,158,44.95939451,0.009987176,9987.175758,43.44594995,Foot Coil,34.39643404,34.82469863,3.643931961,48.10294825,34.93831014,55,106.8042748,151.2753527,-161.029505,No Error
3921,Elbow,265,41.61518696,0.012145513,12145.5126,40.26078754,Elbow Coil,34.28185604,34.11714786,12.14727071,48.68803978,36.02653213,22,58.45898679,41.85463922,40.52478306,111
3922,Hand,369,37.71332261,0.009797659,9797.658825,25.1010572,Hand Coil,34.24192919,34.27819505,4.660961123,57.20361915,34.8905855,27,-176.5750278,-125.7338558,-80.18712294,No Error
3923,Angio,563,40.62898215,0.011953485,11953.4846,39.01475029,Angio Coil,34.33643368,34.77918814,6.444588082,56.99554848,34.44492155,52,-150.320213,73.95629338,6.40747358,No Error
3924,Wrist,199,35.74197361,0.018259505,18259.50514,27.60043288,Wrist Coil,34.9740866,35.43352131,6.274393306,57.80640551,36.86505461,38,195.6960388,-175.3942988,55.79613558,No Error
3925,Angio,402,42.84514649,0.011374394,11374.39377,25.01648332,Angio Coil,34.31772753,34.75403132,10.04754906,51.12926038,35.44013049,35,25.85190423,43.50792672,106.6350769,111
3926,Elbow,621,37.68344031,0.006159184,6159.184285,41.30502949,Elbow Coil,34.03818489,34.1065886,5.000400672,44.99286706,35.01884848,63,-101.9644868,-196.2893279,-33.79820966,No Error
3927,Elbow,323,43.02226149,0.018094485,18094.48531,40.80211975,Elbow Coil,34.49590942,34.49540155,6.302145918,49.05968463,35.75098975,20,-59.84479693,-76.86437879,93.68781951,No Error
3928,Head,274,44.27074706,0.012115723,12115.72262,42.1663523,Head Coil,34.3208973,33.95046737,5.843013797,48.88807528,39.45784861,28,-192.9855861,92.46384397,198.3967983,No Error
3929,Chest,451,41.96781222,0.007830791,7830.790683,30.47292242,Chest Coil,35.39042395,35.72649034,5.708319778,52.81352624,35.63070053,60,88.45828994,56.27061663,-124.6914192,No Error
3930,Abdomen,161,38.34583031,0.018635447,18635.44654,29.70761879,Abdomen Coil,34.41479768,34.50517945,5.414333337,46.42388633,35.23968144,58,-166.3579061,-96.11058377,49.72195761,No Error
3931,Abdomen,179,37.98704982,0.012066573,12066.57321,29.42626144,Abdomen Coil,34.36997998,34.81574536,3.169402648,42.9315791,32.64341582,23,-110.7019117,186.2467141,128.7493822,No Error
3932,Abdomen,546,37.02192876,0.01482104,14821.03981,35.76835262,Abdomen Coil,34.33465886,34.79811248,4.890000038,50.88696119,34.57992781,27,55.42773335,138.0909731,-154.126994,No Error
3933,Foot,470,38.85003169,0.017176735,17176.73518,41.02477543,Foot Coil,34.52821316,34.5478466,4.973679351,45.90486682,30.7296318,20,30.85186763,150.5619465,86.5182455,No Error
3934,Knee,661,41.52707808,0.011405953,11405.95288,36.70541655,Knee Coil,35.12707492,35.28272147,4.781571197,47.07420685,34.3420058,38,108.3171963,91.6056811,145.1014874,No Error
3935,Elbow,280,44.064105,0.007416095,7416.095035,21.86148407,Elbow Coil,34.50313109,34.99254022,4.868525892,48.62014342,36.86534459,32,148.8924224,144.190442,-17.1971661,No Error
3936,Shoulder,552,35.22820985,0.018364819,18364.81858,41.61457822,Shoulder Coil,34.72602971,34.68331496,4.368420496,54.85185451,33.69415592,68,-175.0861472,84.72685083,199.7273544,No Error
3937,Abdomen,478,39.74835495,0.006387747,6387.746515,24.41127977,Abdomen Coil,35.04620003,35.09557073,5.522231004,42.98910073,33.75858607,61,-177.1640888,-171.1267931,50.55839053,No Error
3938,Knee,359,43.14491743,0.017529675,17529.67497,33.54862011,Knee Coil,35.27220817,35.68738339,4.900823947,51.2899448,32.82399301,58,-149.5615434,-145.2357416,-185.1737555,No Error
3939,Chest,183,44.41261591,0.007096449,7096.448815,22.99098102,Chest Coil,34.91104698,35.0467068,4.75098975,55.79329862,34.13843156,24,157.5931743,185.2817908,-31.4809963,No Error
3940,Foot,564,38.98553396,0.012753514,12753.51415,35.63216677,Foot Coil,34.91799824,34.83995408,5.291570199,47.15678808,36.51516743,26,-62.09811436,-186.1908909,33.78315073,No Error
3941,Shoulder,610,41.64721291,0.006103612,6103.61219,43.05285499,Shoulder Coil,35.30323141,35.32985469,5.212831485,59.67384192,35.72751857,39,-99.16402586,-61.86625762,79.33333546,No Error
3942,Elbow,492,37.14874219,0.008852735,8852.734589,27.79367023,Elbow Coil,34.01497835,33.73209677,5.677523048,53.91483695,33.89383176,50,-9.267761622,-7.879209161,106.6712905,No Error
3943,Head,583,35.15609676,0.010215204,10215.2043,27.99648453,Head Coil,34.6860298,34.48774449,5.318261864,44.40920883,37.56118985,50,116.2477803,-50.91281351,-88.4384366,No Error
3944,Abdomen,305,42.49155522,0.006252789,6252.788965,34.42034998,Abdomen Coil,34.24026255,34.34650851,5.155824031,47.72260374,31.52124959,57,143.6037888,-47.31507694,-52.60148223,No Error
3945,Spine,593,42.15190366,0.00899124,8991.24038,38.25960209,Spine Coil,35.26577108,35.3909721,6.325005963,57.88691739,34.65232431,40,-9.523217291,85.51969954,96.57388664,No Error
3946,Spine,160,36.15027358,0.010332436,10332.43574,26.32065828,Spine Coil,34.93201788,34.54908605,4.025441148,46.54272474,38.19123812,20,-20.48885463,155.74262,-199.3452128,No Error
3947,Pelvis,250,41.41511613,0.018267922,18267.9219,41.25599106,Pelvis Coil,34.78541624,35.0684305,5.025745998,52.40732875,34.08664733,50,-171.6394864,72.45866193,7.556416062,No Error
3948,Knee,458,40.20885138,0.016722431,16722.4311,49.86704008,Knee Coil,35.17536698,35.32889039,4.256641565,55.01989626,36.64808341,20,-54.6124405,-191.9774884,-61.87886218,No Error
3949,Shoulder,593,36.76591145,0.019637041,19637.04136,29.44780698,Shoulder Coil,34.60984062,34.89437696,5.106611268,51.25652644,35.4928842,65,-138.544551,122.4759565,21.01208621,No Error
3950,Chest,564,35.80684395,0.070790827,14158.16531,32.05411682,Chest Coil,34.94093258,34.91889276,4.641736072,52.31066124,35.55632401,58,145.6008149,-47.58682853,-76.14068255,102
3951,Elbow,401,44.37590622,0.019745391,19745.3911,22.9383832,Elbow Coil,35.25049821,34.81818589,3.956156082,41.51414519,31.76924689,23,-17.8826257,-29.91183391,90.21558595,No Error
3952,Pelvis,658,44.00897919,0.009997336,9997.336283,34.4780486,Pelvis Coil,34.63957568,34.78997753,3.52637432,49.43361661,34.83218028,62,-64.8467136,-197.016969,-103.5877385,No Error
3953,Elbow,179,39.71511431,0.014806358,14806.3577,25.0590463,Elbow Coil,34.64593901,34.42456177,5.02428252,46.18952051,37.83733672,38,-104.9464947,126.2548662,175.7698135,No Error
3954,Abdomen,232,38.40896763,0.010295732,10295.73195,35.22978507,Abdomen Coil,34.99482458,34.5664573,3.419347096,50.53924927,34.20001895,40,-73.10098462,-95.29550905,-150.0392218,No Error
3955,Shoulder,600,35.0473838,0.019302382,19302.38162,37.25092368,Shoulder Coil,35.10580186,35.01602794,5.712081841,55.19451518,35.16569653,23,117.0422958,58.35949797,79.51652306,No Error
3956,Head,380,35.51185053,0.018544107,18544.10669,35.91365674,Head Coil,34.22227005,34.04246627,5.381748634,46.07698012,37.5599473,54,-75.01343444,-167.9137102,179.5462405,No Error
3957,Elbow,337,43.86353351,0.011232868,11232.86786,30.26158138,Elbow Coil,34.50181882,34.57922885,3.325536262,50.48197155,36.06045602,31,-51.40798533,157.8288845,-48.09304384,No Error
3958,Knee,612,37.7546499,0.016491231,16491.23141,38.61213951,Knee Coil,34.65268209,34.5833433,5.0506638,39.22725186,35.10598321,70,131.4687327,-13.83066675,144.6371416,No Error
3959,Elbow,519,44.44461854,0.005216942,5216.941916,46.55793676,Elbow Coil,35.25749389,35.43369445,4.639228591,59.33837941,34.37895282,33,9.012664147,82.61942088,-66.9367899,No Error
3960,Shoulder,399,37.77826863,0.01453682,14536.82026,34.49137454,Shoulder Coil,35.14281132,34.82402904,4.326619728,41.74427843,33.87185379,21,-45.83635449,-126.7106312,164.1154038,No Error
3961,Abdomen,159,38.57192863,0.011402418,11402.41752,49.1485951,Abdomen Coil,35.46991058,35.51648908,5.48846935,51.52296419,34.57259348,28,-98.99487516,-117.4843653,111.4309253,No Error
3962,Head,233,43.46270431,0.017245119,17245.11869,25.60408331,Head Coil,34.77277644,34.50143319,6.214349254,48.67743251,37.23388253,25,-172.1328031,156.393886,45.33449403,No Error
3963,Pelvis,516,40.17943674,0.010148215,10148.21477,41.08837195,Pelvis Coil,35.42608727,35.77434723,4.972049091,53.62082169,34.73275601,65,12.84959115,175.2599567,-59.90432031,No Error
3964,Head,643,39.71155721,0.005724849,5724.849181,48.67513797,Head Coil,34.74893278,34.77032391,4.407243319,45.34162371,31.70853272,64,-159.3041547,-110.4486042,-5.086688815,No Error
3965,Elbow,290,42.76195615,0.0176258,17625.80003,28.07938003,Elbow Coil,34.56444001,34.56851059,4.775281487,48.43410378,36.22762474,47,81.23583651,-17.20659579,-129.4193909,No Error
3966,Elbow,159,35.04790762,0.008407234,8407.233649,35.47211948,Elbow Coil,35.41768709,35.90967426,6.224887292,54.08920278,32.34953026,45,-18.68136211,-172.743642,-145.4944339,No Error
3967,Knee,183,42.12166649,0.005537418,5537.418243,38.51595029,Knee Coil,34.30313562,34.14739636,6.620031319,53.45090448,37.21381505,51,-58.34739229,2.699781282,-141.7055887,No Error
3968,Wrist,208,44.13622616,0.007747456,7747.456345,28.53108235,Wrist Coil,34.6295692,34.66696708,5.943805651,47.36848001,31.60979012,39,103.9657699,41.91346375,-21.13164977,No Error
3969,Hand,157,35.27253207,0.0055089,5508.900089,23.20860404,Hand Coil,34.55342885,34.10656512,2.873219989,54.16031511,34.0580753,42,19.01943224,142.814845,-111.2515091,No Error
3970,Wrist,426,37.77471582,0.012019449,12019.44917,34.34538695,Wrist Coil,34.07885329,33.69496194,4.314096372,48.98926417,32.53555051,34,-134.1573645,-179.9999025,93.78401693,No Error
3971,Hand,670,42.33434409,0.006234271,6234.270691,32.01254737,Hand Coil,34.94856985,35.29872324,3.250566075,40.84153519,31.24792213,53,71.5059217,-27.20609906,-189.8793819,No Error
3972,Spine,374,43.47603245,0.018184201,18184.20077,20.74444178,Spine Coil,34.68351927,34.91641005,6.060583264,44.72284536,35.18463756,31,-194.1355537,118.4687611,-37.31496475,No Error
3973,Spine,431,40.18462668,0.00643535,6435.349823,22.67816965,Spine Coil,35.48875799,35.73729137,5.485297525,39.28600695,37.60655587,28,135.9900558,-8.815012896,-51.48907216,No Error
3974,Shoulder,687,44.72781613,0.005451827,5451.826834,24.75965927,Shoulder Coil,34.62329803,34.85566977,4.315719741,43.54279494,34.70669355,60,53.83637578,-122.6037058,141.7034692,7
3975,Knee,258,35.27897424,0.015713134,15713.1341,39.53612635,Knee Coil,35.28203611,35.02727884,6.034852401,53.57834416,32.45764542,31,-194.6607425,-112.2656474,-91.90068632,No Error
3976,Shoulder,298,40.83894872,0.007220562,7220.56173,32.88361775,Shoulder Coil,34.81590146,34.71140884,4.631635283,45.28317122,33.93896167,43,-47.17289428,90.37414461,179.4020493,No Error
3977,Pelvis,574,40.5160299,0.006740034,6740.033709,32.68396277,Pelvis Coil,34.11067681,33.93361879,4.4642675,46.74614651,32.15842843,43,-149.1251687,-96.30820694,-121.1227508,No Error
3978,Spine,207,42.94502792,0.019480316,19480.31646,22.09298497,Spine Coil,35.26766314,34.97217129,5.465276415,54.84113368,32.29246299,29,-109.0171872,-57.31255874,-120.5160267,No Error
3979,Elbow,391,37.46539032,0.017082339,17082.33872,41.17177242,Elbow Coil,35.19770299,35.33859714,4.364704182,44.44090687,36.18508279,62,146.4293913,145.9904321,136.7711819,No Error
3980,Head,553,40.03051602,0.010400484,10400.4837,46.97081136,Head Coil,34.76276238,35.10620259,5.480180317,57.41917198,34.6745622,40,64.1569016,34.61467773,-72.03736219,No Error
3981,Head,483,43.51825438,0.009496126,9496.125678,38.22835037,Head Coil,34.28538648,34.05078534,7.109020868,52.40800206,35.16352765,41,66.86816819,23.72201903,108.6956322,No Error
3982,Hand,433,40.69114952,0.013922481,13922.48149,24.34937599,Hand Coil,34.4771892,34.61383354,5.739356106,45.90445334,32.63456601,49,-184.1667176,35.97486128,-3.919357138,No Error
3983,Foot,480,43.90161716,0.017105045,17105.04499,26.45696995,Foot Coil,35.23578867,35.55378455,6.715742382,53.90629644,33.06355209,55,182.0448208,-163.3795062,74.11776598,No Error
3984,Head,516,37.47166684,0.006668814,6668.813923,22.22169542,Head Coil,34.04351059,34.38840346,6.441141997,71.96518505,34.56305493,69,-129.5004002,-38.54507686,78.92652048,201
3985,Spine,529,39.0646925,0.016848826,16848.82557,45.69860335,Spine Coil,34.47362767,34.78840105,3.797071819,47.03552459,33.41779392,41,-163.3820841,-154.0614076,43.92372993,No Error
3986,Foot,310,44.34069231,0.010505238,10505.23806,45.6121693,Foot Coil,34.9028885,34.91484313,4.311897454,37.17819568,36.21169134,38,-65.01781882,-41.327068,-182.0700327,No Error
3987,Chest,125,43.02937636,0.014029138,14029.13833,45.45425445,Chest Coil,35.08946649,35.37634568,3.641352066,44.19680118,33.7805617,32,-179.8884056,-19.64125684,-41.66932945,No Error
3988,Shoulder,224,40.58616187,0.014081482,14081.48174,22.93401497,Shoulder Coil,35.26500822,35.53627848,3.780417139,60.00353511,37.3592971,54,-127.3259204,-81.85815737,-141.4143819,No Error
3989,Spine,712,42.99744652,0.012787272,12787.27243,31.5638469,Spine Coil,34.59180386,34.17608321,3.5959823,40.18261687,36.89224513,31,3.59831007,-29.32903847,-93.80942737,No Error
3990,Knee,354,35.43432403,0.007587756,7587.755883,34.2586269,Knee Coil,34.42974162,34.14060946,4.383988611,48.38442261,33.3076619,48,-71.52343117,85.75470487,7.450415444,No Error
3991,Abdomen,375,42.99512914,0.008381716,8381.715692,22.37755547,Abdomen Coil,34.60083912,34.66140905,4.629198732,50.31556599,34.47290391,50,-86.37954909,72.49086657,171.0091684,No Error
3992,Abdomen,448,41.61351052,0.011642128,11642.12754,29.8146945,Abdomen Coil,35.31411174,35.26100497,5.141344262,47.02052605,32.84173616,65,199.7286939,-64.70276123,-51.46498704,No Error
3993,Pelvis,583,35.45982669,0.013019347,13019.34713,28.54160105,Pelvis Coil,34.65745343,34.18724592,3.369476735,50.37613677,33.26069121,37,-40.84327493,-74.1481724,195.7324987,No Error
3994,Head,663,36.63659693,0.014897288,14897.28758,49.74047185,Head Coil,34.17473541,34.51612455,4.978679615,50.31639002,33.71779401,43,149.762249,7.423208965,142.0757566,No Error
3995,Wrist,561,41.55601404,0.016629297,16629.29656,42.77555947,Wrist Coil,34.87229029,35.05836511,5.901372219,46.54361845,35.36648211,61,-126.2208527,-140.9493686,-80.54983835,No Error
3996,Wrist,472,39.35782768,0.015257998,15257.99809,45.42677487,Wrist Coil,34.68526069,34.1948868,4.223026704,39.8057676,34.25232348,24,-60.97193724,-35.91527691,63.57498972,No Error
3997,Hand,535,36.79474049,0.00764284,7642.840289,38.81483674,Hand Coil,35.27548809,35.64608957,4.718992993,55.00960096,34.18696673,41,-96.12969938,-79.84044924,154.2820602,No Error
3998,Abdomen,584,39.52289576,0.018941762,18941.76234,33.18863857,Abdomen Coil,34.71063067,35.19702115,5.511975266,47.19947379,36.76801364,61,-94.4560114,-42.12409039,-192.7523202,No Error
3999,Pelvis,678,35.55393491,0.019030924,19030.92436,35.24661141,Pelvis Coil,34.60749528,34.74963484,4.448815378,52.24564264,33.79068479,51,3.109793879,-27.08838193,-0.520710564,No Error
4000,Foot,713,35.9302622,0.013066199,13066.19863,32.34764625,Foot Coil,35.44339992,35.36376003,4.489686088,50.8195037,33.62045794,23,-175.2121149,-22.17004087,21.73904131,No Error
4001,Spine,213,41.01496154,0.016177067,16177.06739,41.15625138,Spine Coil,35.20980559,35.59367713,5.828515385,46.69897818,37.13859986,42,186.773053,-69.3642746,-140.5507059,No Error
4002,Hand,715,44.76333206,0.018306376,18306.37561,26.44713372,Hand Coil,34.7285604,35.15182881,4.86232727,54.1560491,35.72294335,39,-103.8065513,69.55819676,-133.0448552,No Error
4003,Angio,235,44.80045074,0.01541249,15412.48966,30.67152067,Angio Coil,34.47304302,34.69142311,5.7589258,48.19572507,32.87587784,60,-7.370558025,151.5385197,196.4900798,No Error
4004,Hand,528,36.71979031,0.011699463,11699.46288,23.7943796,Hand Coil,34.41993602,34.35008292,4.747230005,57.562128,39.2898628,45,176.9141453,-100.0742971,-169.757204,No Error
4005,Knee,229,39.89550098,0.019352461,19352.46101,20.23696083,Knee Coil,34.44544281,34.39035967,5.226402074,59.21716364,32.55803488,57,-127.0586662,29.8486926,186.3538198,No Error
4006,Shoulder,207,37.39387371,0.01357028,13570.27973,46.7461667,Shoulder Coil,34.94550905,34.84547384,3.889803793,47.94895047,31.50460624,63,-47.26249902,-165.3775183,-18.21219477,No Error
4007,Knee,610,39.71809342,0.014874787,14874.78658,27.02082608,Knee Coil,34.48477723,34.29651271,4.320811557,52.00171635,34.4940028,34,9.902028275,53.66730046,-107.6017101,No Error
4008,Chest,665,43.5252879,0.049300612,9860.122391,24.46804414,Chest Coil,34.36362902,34.40102447,4.380420608,47.19442854,30.19674042,32,-138.9766998,-162.9382269,160.4320713,102
4009,Head,646,35.17207444,0.016805379,16805.37899,35.57135275,Head Coil,34.67758431,34.48259737,5.121401,53.09395032,32.42568755,48,-198.9411273,171.7552293,-168.7105558,No Error
4010,Chest,238,36.07465202,0.011038346,11038.34629,46.6975503,Chest Coil,35.19056748,34.99602865,3.512354184,52.49522042,35.09847559,56,39.67726883,-199.4127317,-152.1765967,No Error
4011,Angio,704,43.6145227,0.009106507,9106.506817,32.60178004,Angio Coil,35.0949601,35.33524693,3.861674835,49.58561469,36.64639276,53,187.291981,64.85555148,177.2155246,No Error
4012,Elbow,660,38.247185,0.008589454,8589.453897,41.3377413,Elbow Coil,34.23638383,34.5312359,4.607889741,46.17514304,35.28587988,23,-13.23875732,-10.13968379,52.54312615,No Error
4013,Head,685,41.29720929,0.028548363,5709.672572,43.5948817,Head Coil,34.97901097,34.85313268,5.323064671,50.04964233,37.15772595,38,29.10803319,147.1651761,-174.3530587,102
4014,Head,200,35.81074621,0.013152893,13152.89286,40.74309858,Head Coil,34.54715591,34.11397561,7.261841392,41.11422933,36.25762769,45,-49.31197898,98.16333961,134.8935018,No Error
4015,Pelvis,552,35.87502699,0.005350537,5350.53743,21.80313791,Pelvis Coil,34.81959716,34.83096103,6.549374414,59.45674925,31.92942112,53,104.700619,184.0589256,165.0283621,No Error
4016,Head,575,38.85595037,0.015293466,15293.46571,31.53694567,Head Coil,34.6919645,34.3489153,6.235364318,52.90419932,29.46772692,42,-131.329214,-83.13904223,-173.5210138,No Error
4017,Chest,281,39.34071496,0.009750419,9750.418802,33.33732828,Chest Coil,34.2163979,34.05364725,3.958119701,52.46193599,34.17228812,42,-163.712729,-180.9763351,-116.582448,No Error
4018,Knee,610,38.50485847,0.009432612,9432.612411,21.99824346,Knee Coil,34.40499256,34.46695297,5.866084772,55.19994516,32.87035186,31,-134.4998864,-76.05331919,-199.3775105,7
4019,Wrist,548,37.91101664,0.014016502,14016.50224,48.65525792,Wrist Coil,35.26259756,35.21066955,5.666776238,46.71478596,31.91072228,22,-54.24095462,40.09525841,-34.88839566,No Error
4020,Spine,502,42.80639265,0.017377678,17377.6784,42.2013599,Spine Coil,34.27810215,34.19819512,4.116418977,61.67063505,36.59473778,20,88.62099859,64.30288392,-187.6081354,No Error
4021,Head,459,38.42930523,0.006235037,6235.036556,26.54642242,Head Coil,34.20310682,34.00119001,5.637713081,49.55250465,33.71509881,24,127.0880557,75.13446807,-171.1572925,No Error
4022,Foot,271,37.43634575,0.01799553,17995.53022,42.95270143,Foot Coil,34.79410066,35.02178444,5.963361653,52.75947903,33.08148695,31,-90.409042,-159.4134446,20.08151837,No Error
4023,Foot,280,42.56308027,0.009263438,9263.437828,39.99861883,Foot Coil,34.38912518,34.66358576,4.099472816,43.33152249,34.03670585,46,65.77035757,99.94530864,54.29064826,No Error
4024,Chest,355,39.39004135,0.016826057,16826.0571,26.08703254,Chest Coil,34.65135708,34.89260748,4.359833035,54.23918058,33.37010447,39,-150.9510759,-35.58811991,-74.30890804,No Error
4025,Spine,232,37.94404432,0.013014317,13014.31691,38.69232943,Spine Coil,35.03378754,34.91940253,5.080767735,60.31131541,28.20870384,53,-155.0799797,-194.4492807,-91.82509084,No Error
4026,Head,439,39.23590274,0.005313347,5313.346735,25.86964973,Head Coil,35.40584425,35.07259529,4.410345337,39.73789061,35.34787379,38,44.23188829,52.68559111,138.0452537,No Error
4027,Angio,716,43.14223185,0.006738624,6738.623807,47.44384024,Angio Coil,34.3262781,34.35619814,5.642959462,55.50580926,34.46328809,37,-43.74652949,39.95777405,173.4657754,No Error
4028,Elbow,573,41.97777478,0.00549282,5492.819907,39.12486037,Elbow Coil,34.48034168,34.8884189,13.84067764,43.82562945,35.00758645,20,-82.78030871,-121.651902,154.2839867,111
4029,Abdomen,197,35.64056447,0.019555957,19555.95682,26.12492431,Abdomen Coil,35.15110505,35.43197497,5.405937088,55.71558934,35.26031105,27,-186.1059639,-87.07114686,-89.23063943,No Error
4030,Hand,271,37.30576816,0.018214219,18214.21886,34.47086516,Hand Coil,34.65066495,34.29341991,5.099259005,44.01620417,33.1875867,58,170.462901,-18.49230228,-35.80623385,No Error
4031,Abdomen,296,38.46590292,0.018774645,18774.64524,48.42815558,Abdomen Coil,34.65629372,34.21631602,6.05419602,49.10591469,31.5193269,53,-146.2065981,-196.6046296,20.27361535,No Error
4032,Wrist,503,43.87749527,0.007934584,7934.584337,24.39187854,Wrist Coil,35.16474409,35.46642558,5.714204269,44.63618874,38.64246845,30,-1.230944643,28.66029818,-62.12056784,No Error
4033,Abdomen,428,41.64814553,0.006603738,6603.738035,39.49441786,Abdomen Coil,34.2200331,34.04982386,3.952386141,47.46342456,35.63627291,33,115.7508652,150.9354922,178.5327157,No Error
4034,Chest,212,39.82185613,0.007040803,7040.803204,49.12360645,Chest Coil,34.86110639,35.27705369,6.208477555,45.92639292,35.98011147,55,47.60283181,37.99889369,134.2835433,No Error
4035,Spine,509,35.27444381,0.006970396,6970.395848,38.84234172,Spine Coil,34.93699301,34.79667336,6.976927051,44.42985006,34.35344016,22,8.499834798,114.7902379,-135.9302485,No Error
4036,Abdomen,501,39.1053353,0.007366329,7366.328729,24.85300789,Abdomen Coil,35.3791642,35.26346028,4.395573728,53.74615976,38.43265524,60,-136.6241872,-155.1630599,-6.990369386,No Error
4037,Spine,580,41.38228119,0.010830505,10830.50467,33.29187739,Spine Coil,34.04831111,34.08730893,4.320008341,48.4805512,40.96271241,31,-172.2530343,-138.3923082,173.7973419,No Error
4038,Pelvis,124,39.84223896,0.018870036,18870.03603,49.50659508,Pelvis Coil,35.47152697,35.05334624,5.326292763,45.53795721,38.74406988,32,-124.6395492,33.8543676,138.7386446,No Error
4039,Foot,302,42.77047965,0.006385082,6385.08206,23.65994094,Foot Coil,34.0391749,34.15131812,6.420514757,49.12526732,34.38982583,62,180.9292552,148.7234774,136.6386622,No Error
4040,Chest,382,38.53707958,0.006150511,6150.511348,38.19254703,Chest Coil,34.10580145,34.55749731,2.06540057,49.63255204,34.92025732,67,13.28839461,193.592698,-158.4640066,No Error
4041,Hand,317,35.69602884,0.014149543,14149.54318,41.0680182,Hand Coil,34.14315366,33.74013797,5.614474677,50.80830176,37.81277344,20,168.7311842,108.5335317,-32.79962799,No Error
4042,Elbow,512,40.35396956,0.009866482,9866.482226,37.76517572,Elbow Coil,34.8443879,34.78574735,4.862978895,43.52300372,32.75402586,28,-43.92620228,-185.9810028,-85.88914491,No Error
4043,Spine,642,36.262085,0.007098145,7098.144557,22.76596325,Spine Coil,34.61091712,34.49062908,5.130516684,47.26525369,36.16442801,36,136.9003903,-165.9462368,128.7041914,No Error
